UPDATE9_TITLE	{《No Man's Sky Frontiers》更新}
UI_SETTLEMENT_CONSTRUCT_FMT	{开始建造%BUILDING%}
UI_SETTLEMENT_PERK_ADD_FMT	{新增特性：<TRADEABLE>%NAME%<>}
UI_SETTLEMENT_PERK_REMOVE_FMT	{移除<STELLAR>%NAME%<>}
UI_SETTLEMENT_PERK_ADD_SHORT	{<TRADEABLE>%NAME%<>}
NPC_SETTLEMENT_TITLE_1	{移民}
NPC_SETTLEMENT_TITLE_2	{殖民者}
NPC_SETTLEMENT_TITLE_3	{行星专家}
NPC_SETTLEMENT_TITLE_4	{先驱}
NPC_SETTLEMENT_TITLE_5	{侦查员}
NPC_SETTLEMENT_TITLE_6	{居民}
NPC_SETTLEMENT_TITLE_7	{移民}
NPC_SETTLEMENT_TITLE_8	{殖民者}
NPC_SETTLEMENT_TITLE_9	{行星专家}
NPC_SETTLEMENT_TITLE_10	{先驱}
NPC_SETTLEMENT_TITLE_11	{侦查员}
NPC_SETTLEMENT_TITLE_12	{居民}
TRA_SETTLEMENT_TITLE_1	{工作吉克}
TRA_SETTLEMENT_TITLE_2	{雇工}
TRA_SETTLEMENT_TITLE_3	{随从}
TRA_SETTLEMENT_TITLE_4	{助手}
TRA_SETTLEMENT_TITLE_5	{行星无人机}
TRA_SETTLEMENT_TITLE_6	{行星苦工}
TRA_SETTLEMENT_TITLE_7	{游民}
TRA_SETTLEMENT_TITLE_8	{下属}
TRA_SETTLEMENT_TITLE_9	{使者}
TRA_SETTLEMENT_TITLE_10	{侦查员吉克}
TRA_SETTLEMENT_TITLE_11	{价值吉克}
TRA_SETTLEMENT_TITLE_12	{探勘者}
EXP_SETTLEMENT_TITLE_1	{技师实体}
EXP_SETTLEMENT_TITLE_2	{地质学家实体}
EXP_SETTLEMENT_TITLE_3	{工程师实体}
EXP_SETTLEMENT_TITLE_4	{操作员实体}
EXP_SETTLEMENT_TITLE_5	{侦查员实体}
EXP_SETTLEMENT_TITLE_6	{行星实体}
EXP_SETTLEMENT_TITLE_7	{定居点实体}
EXP_SETTLEMENT_TITLE_8	{维护实体}
EXP_SETTLEMENT_TITLE_9	{分析者实体}
EXP_SETTLEMENT_TITLE_10	{技术实体}
EXP_SETTLEMENT_TITLE_11	{占卜实体}
EXP_SETTLEMENT_TITLE_12	{测量者实体}
WAR_SETTLEMENT_TITLE_1	{应征士兵}
WAR_SETTLEMENT_TITLE_2	{新兵}
WAR_SETTLEMENT_TITLE_3	{守卫}
WAR_SETTLEMENT_TITLE_4	{工程师}
WAR_SETTLEMENT_TITLE_5	{巡逻军官}
WAR_SETTLEMENT_TITLE_6	{清算员}
WAR_SETTLEMENT_TITLE_7	{机械师}
WAR_SETTLEMENT_TITLE_8	{压土员}
WAR_SETTLEMENT_TITLE_9	{提取员}
WAR_SETTLEMENT_TITLE_10	{演习战士}
WAR_SETTLEMENT_TITLE_11	{矿物侦查员}
WAR_SETTLEMENT_TITLE_12	{资源猎人}
NPC_SETTLEMENT_MOOD_GOOD_1	{感觉开心}
NPC_SETTLEMENT_MOOD_GOOD_2	{心情愉悦}
NPC_SETTLEMENT_MOOD_GOOD_3	{欣赏定居点}
NPC_SETTLEMENT_MOOD_GOOD_4	{感觉乐观}
NPC_SETTLEMENT_MOOD_GOOD_5	{做白日梦}
NPC_SETTLEMENT_MOOD_GOOD_6	{计划他们的一天}
NPC_SETTLEMENT_MOOD_GOOD_7	{哼歌}
NPC_SETTLEMENT_MOOD_GOOD_8	{想一个朋友}
NPC_SETTLEMENT_MOOD_GOOD_9	{感觉很满足}
NPC_SETTLEMENT_MOOD_GOOD_10	{对自己微笑}
NPC_SETTLEMENT_MOOD_GOOD_11	{享受人生}
NPC_SETTLEMENT_MOOD_GOOD_12	{感觉无忧无虑}
NPC_SETTLEMENT_MOOD_GOOD_13	{对他们的选择很满意}
NPC_SETTLEMENT_MOOD_GOOD_14	{对监督者很满意}
NPC_SETTLEMENT_MOOD_GOOD_15	{对最近的变化感到十分满意}
NPC_SETTLEMENT_MOOD_GOOD_16	{很高兴看到进展}
NPC_SETTLEMENT_MOOD_GOOD_17	{对未来感到兴奋}
NPC_SETTLEMENT_MOOD_GOOD_18	{期待明天}
NPC_SETTLEMENT_MOOD_GOOD_19	{充满希望}
NPC_SETTLEMENT_MOOD_GOOD_20	{对新的机会感到兴奋}
NPC_SETTLEMENT_MOOD_GOOD_21	{吹口哨}
NPC_SETTLEMENT_MOOD_GOOD_22	{哼歌}
NPC_SETTLEMENT_MOOD_GOOD_23	{欢乐}
NPC_SETTLEMENT_MOOD_GOOD_24	{感到平静}
NPC_SETTLEMENT_MOOD_GOOD_25	{感到满足}
NPC_SETTLEMENT_MOOD_GOOD_26	{正在计划休假}
NPC_SETTLEMENT_MOOD_GOOD_27	{感到乐观}
NPC_SETTLEMENT_MOOD_GOOD_28	{精神抖擞}
NPC_SETTLEMENT_MOOD_GOOD_29	{心情愉悦}
NPC_SETTLEMENT_MOOD_GOOD_30	{满心欢喜}
NPC_SETTLEMENT_MOOD_GOOD_31	{感觉愉快}
NPC_SETTLEMENT_MOOD_GOOD_32	{正在想笑话}
NPC_SETTLEMENT_MOOD_GOOD_33	{对今天感到兴奋}
NPC_SETTLEMENT_MOOD_GOOD_34	{充满热情}
NPC_SETTLEMENT_MOOD_GOOD_35	{期待今晚}
NPC_SETTLEMENT_MOOD_GOOD_36	{等待重要的日子}
NPC_SETTLEMENT_MOOD_GOOD_37	{感觉开心}
NPC_SETTLEMENT_MOOD_SCARED_1	{逃跑的}
NPC_SETTLEMENT_MOOD_SCARED_2	{跑向掩体}
NPC_SETTLEMENT_MOOD_SCARED_3	{急需藏身处}
NPC_SETTLEMENT_MOOD_SCARED_4	{努力藏身}
NPC_SETTLEMENT_MOOD_SCARED_5	{努力逃脱}
NPC_SETTLEMENT_MOOD_SCARED_6	{急需藏身}
NPC_SETTLEMENT_MOOD_SCARED_7	{正在离开}
NPC_SETTLEMENT_MOOD_SCARED_8	{正在逃命}
NPC_SETTLEMENT_MOOD_SCARED_9	{设法离开}
NPC_SETTLEMENT_MOOD_SCARED_10	{寻找掩体}
NPC_SETTLEMENT_MOOD_SAD_1	{感觉悲伤}
NPC_SETTLEMENT_MOOD_SAD_2	{忧心忡忡}
NPC_SETTLEMENT_MOOD_SAD_3	{感觉有压力}
NPC_SETTLEMENT_MOOD_SAD_4	{已经出神}
NPC_SETTLEMENT_MOOD_SAD_5	{咬牙切齿}
NPC_SETTLEMENT_MOOD_SAD_6	{感觉很沉重}
NPC_SETTLEMENT_MOOD_SAD_7	{沉思}
NPC_SETTLEMENT_MOOD_SAD_8	{没有遗忘}
NPC_SETTLEMENT_MOOD_SAD_9	{叹气}
NPC_SETTLEMENT_MOOD_SAD_10	{焦虑}
NPC_SETTLEMENT_MOOD_SAD_11	{对监督者很失望}
NPC_SETTLEMENT_MOOD_SAD_12	{考虑发布新帖子}
NPC_SETTLEMENT_MOOD_SAD_13	{构思请愿书}
NPC_SETTLEMENT_MOOD_SAD_14	{策划}
NPC_SETTLEMENT_MOOD_SAD_15	{对最近的活动感到愤怒}
NPC_SETTLEMENT_MOOD_SAD_16	{非常愤怒}
NPC_SETTLEMENT_MOOD_SAD_17	{正在考虑离开}
NPC_SETTLEMENT_MOOD_SAD_18	{对过去的事感到后悔}
NPC_SETTLEMENT_MOOD_SAD_19	{对定居点很失望}
NPC_SETTLEMENT_MOOD_SAD_20	{后悔离开空间站}
NPC_SETTLEMENT_MOOD_SAD_21	{想家}
NPC_SETTLEMENT_MOOD_SAD_22	{正在考虑申请成为新监督者}
NPC_SETTLEMENT_MOOD_SAD_23	{希望情况会有所变化}
NPC_SETTLEMENT_MOOD_SAD_24	{心情不好}
NPC_SETTLEMENT_MOOD_SAD_25	{疲倦又暴躁}
NPC_SETTLEMENT_MOOD_SAD_26	{想要发泄}
NPC_SETTLEMENT_MOOD_SAD_27	{正在跺脚}
NPC_SETTLEMENT_MOOD_SAD_28	{咒骂护卫}
NPC_SETTLEMENT_MOOD_SAD_29	{充满渴望}
NPC_SETTLEMENT_MOOD_SAD_30	{沉思}
NPC_SETTLEMENT_MOOD_SAD_31	{觉得生活没意思}
NPC_SETTLEMENT_MOOD_SAD_32	{觉得这颗星球没意思}
NPC_SETTLEMENT_MOOD_SAD_33	{觉得监督者没什么本事}
NPC_SETTLEMENT_MOOD_SAD_34	{激动}
NPC_SETTLEMENT_MOOD_SAD_35	{感到愤恨}
NPC_SETTLEMENT_MOOD_SAD_36	{想打架}
NPC_SETTLEMENT_MOOD_SAD_37	{依然对昨天的事愤愤不平}
NPC_SETTLEMENT_MOOD_SAD_38	{怒气冲冲}
NPC_SETTLEMENT_MOOD_SAD_39	{想找人发泄不满}
NPC_SETTLEMENT_MOOD_JUDGE_1	{对最近的决定感到高兴}
NPC_SETTLEMENT_MOOD_JUDGE_2	{对最近的决定感到惊讶}
NPC_SETTLEMENT_MOOD_JUDGE_3	{对最近的决定感到失望}
NPC_SETTLEMENT_MOOD_JUDGE_4	{对最近的决定感到满意}
NPC_SETTLEMENT_MOOD_JUDGE_5	{质疑最近的决定}
NPC_SETTLEMENT_MOOD_JUDGE_6	{质疑行政管理}
NPC_SETTLEMENT_MOOD_JUDGE_7	{对最近的决定感到担忧}
NPC_SETTLEMENT_MOOD_JUDGE_8	{对最近的决定感到激动}
NPC_SETTLEMENT_MOOD_JUDGE_9	{对最近的决定感到安慰}
NPC_SETTLEMENT_MOOD_JUDGE_10	{对最近的决定感到震惊}
NPC_SETTLEMENT_MOOD_JUDGE_11	{对最近的决定感到满意}
NPC_SETTLEMENT_MOOD_JUDGE_12	{对最近的决定感到十分满意}
NPC_SETTLEMENT_MOOD_JUDGE_13	{对监督者的决定感到愉快}
NPC_SETTLEMENT_MOOD_JUDGE_14	{对监督者的决定感到高兴}
NPC_SETTLEMENT_MOOD_JUDGE_15	{对监督者的决定感到满足}
NPC_SETTLEMENT_MOOD_JUDGE_16	{对监督者的决定感到满意}
NPC_SETTLEMENT_MOOD_JUDGE_17	{对监督者的决定感到愉快}
NPC_SETTLEMENT_MOOD_JUDGE_18	{对监督者的决定感到高兴}
NPC_SETTLEMENT_MOOD_JUDGE_19	{对监督者的决定感到满足}
NPC_SETTLEMENT_MOOD_JUDGE_20	{对监督者的决定感到满意}
NPC_SETTLEMENT_MOOD_JUDGE_21	{对监督者的决定感到愉快}
NPC_SETTLEMENT_MOOD_JUDGE_22	{对监督者的决定感到高兴}
NPC_SETTLEMENT_MOOD_JUDGE_23	{对监督者的决定感到满意}
NPC_SETTLEMENT_MOOD_JUDGE_24	{对监督者的决定感到惊讶}
NPC_SETTLEMENT_MOOD_JUDGE_25	{对监督者的决定感到担忧}
NPC_SETTLEMENT_MOOD_JUDGE_26	{对监督者的决定感到失望}
NPC_SETTLEMENT_MOOD_JUDGE_27	{无法理解监督者的决定}
NPC_SETTLEMENT_MOOD_JUDGE_28	{对监督者的决定感到惊讶}
NPC_SETTLEMENT_MOOD_JUDGE_29	{对监督者的决定感到担忧}
NPC_SETTLEMENT_MOOD_JUDGE_30	{对监督者的决定感到失望}
NPC_SETTLEMENT_MOOD_SEE_YOU_1	{见到监督者很兴奋}
NPC_SETTLEMENT_MOOD_SEE_YOU_2	{感觉害羞}
NPC_SETTLEMENT_MOOD_SEE_YOU_3	{想追星}
NPC_SETTLEMENT_MOOD_SEE_YOU_4	{对监督者感到好奇}
NPC_SETTLEMENT_MOOD_SEE_YOU_5	{对认出监督者感到兴奋}
NPC_SETTLEMENT_MOOD_SEE_YOU_6	{正在注意监督者}
NPC_SETTLEMENT_MOOD_SEE_YOU_7	{想知道监督者的事}
NPC_SETTLEMENT_MOOD_SEE_YOU_8	{见到监督者很受宠若惊}
NPC_SETTLEMENT_MOOD_SEE_YOU_9	{呆呆地盯着监督者}
NPC_SETTLEMENT_MOOD_SEE_YOU_10	{仰慕监督者}
NPC_SETTLEMENT_MOOD_SEE_YOU_11	{感觉难为情}
NPC_SETTLEMENT_MOOD_SEE_YOU_12	{见到监督者很兴奋}
NPC_SETTLEMENT_MOOD_SEE_YOU_13	{见到监督者很兴奋}
NPC_SETTLEMENT_MOOD_SEE_YOU_14	{想知道监督者接下来要做什么}
NPC_SETTLEMENT_MOOD_SEE_YOU_15	{见到监督者很惊讶}
NPC_SETTLEMENT_MOOD_SEE_YOU_16	{见到监督者很高兴}
NPC_SETTLEMENT_MOOD_SEE_YOU_17	{觉得监督者很了不起}
NPC_SETTLEMENT_MOOD_SEE_YOU_18	{感觉特殊}
NPC_SETTLEMENT_MOOD_SEE_YOU_19	{见到监督者很愉快}
NPC_SETTLEMENT_MOOD_SEE_YOU_20	{对监督者感到满意}
NPC_SETTLEMENT_MOOD_SEE_YOU_21	{嫉妒监督者}
NPC_SETTLEMENT_ARTICLE_A	{一个}
NPC_SETTLEMENT_ARTICLE_THEIR	{他们的}
NPC_SETTLEMENT_ARTICLE_THE	{这个}
NPC_SETTLEMENT_MOOD_WALKING_1	{前往%ARTICLE%%PLACE%}
NPC_SETTLEMENT_MOOD_WALKING_2	{前往%ARTICLE%%PLACE%}
NPC_SETTLEMENT_MOOD_WALKING_3	{拜访%ARTICLE%%PLACE%}
NPC_SETTLEMENT_MOOD_WALKING_4	{寻找%ARTICLE%%PLACE%}
NPC_SETTLEMENT_MOOD_WALKING_5	{运送%ITEM%到%ARTICLE%%PLACE%}
NPC_SETTLEMENT_MOOD_WALKING_6	{把%ITEM%带到%ARTICLE%%PLACE%}
NPC_SETTLEMENT_MOOD_WALKING_7	{赶快前往%ARTICLE%%PLACE%}
NPC_SETTLEMENT_MOOD_WALKING_8	{带%ITEM%到%ARTICLE%%PLACE%}
NPC_SETTLEMENT_MOOD_WALKING_9	{找不到%ARTICLE%%PLACE%}
NPC_SETTLEMENT_MOOD_WALKING_10	{步行前往%ARTICLE%%PLACE%}
NPC_SETTLEMENT_MOOD_WALKING_11	{正在去%ARTICLE%%PLACE%的路上}
NPC_SETTLEMENT_MOOD_WALKING_12	{正要去%ARTICLE%%PLACE%见某人}
NPC_SETTLEMENT_MOOD_WALKING_13	{正在前往%ARTICLE%%PLACE%}
NPC_SETTLEMENT_MOOD_WALKING_14	{正在急匆匆赶往%ARTICLE%%PLACE%}
NPC_SETTLEMENT_MOOD_WALKING_15	{正在去%ARTICLE%%PLACE%捎口信}
NPC_SETTLEMENT_MOOD_WALKING_16	{正在从%ARTICLE%%PLACE%拿%ITEM%}
NPC_SETTLEMENT_MOOD_WALKING_17	{正在前往%ARTICLE%%PLACE%}
NPC_SETTLEMENT_MOOD_WALKING_18	{前往%ARTICLE%%PLACE%}
NPC_SETTLEMENT_MOOD_WALKING_19	{步行前往%ARTICLE%%PLACE%}
NPC_SETTLEMENT_MOOD_WALKING_20	{前往%ARTICLE%%PLACE%}
NPC_SETTLEMENT_MOOD_BAR_1	{陷入悲伤}
NPC_SETTLEMENT_MOOD_BAR_2	{找饮料}
NPC_SETTLEMENT_MOOD_BAR_3	{想和人聊天}
NPC_SETTLEMENT_MOOD_BAR_4	{干劲十足}
NPC_SETTLEMENT_MOOD_BAR_5	{想找人陪伴}
NPC_SETTLEMENT_MOOD_BAR_6	{寻找朋友}
NPC_SETTLEMENT_MOOD_BAR_7	{享受休息时光}
NPC_SETTLEMENT_MOOD_BAR_8	{偷饮料}
NPC_SETTLEMENT_MOOD_BAR_9	{工作后放松}
NPC_SETTLEMENT_MOOD_BAR_10	{工作前放松}
NPC_SETTLEMENT_MOOD_BAR_11	{放松}
NPC_SETTLEMENT_MOOD_BAR_12	{等朋友}
NPC_SETTLEMENT_MOOD_BAR_13	{花掉一周的薪水}
NPC_SETTLEMENT_MOOD_BAR_14	{兴致勃勃}
NPC_SETTLEMENT_MOOD_DANCE_1	{用舞蹈赶走痛苦}
NPC_SETTLEMENT_MOOD_DANCE_2	{全部发泄出来}
NPC_SETTLEMENT_MOOD_DANCE_3	{很开心}
NPC_SETTLEMENT_MOOD_DANCE_4	{感受节奏}
NPC_SETTLEMENT_MOOD_DANCE_5	{炫耀}
NPC_SETTLEMENT_MOOD_DANCE_6	{庆祝}
NPC_SETTLEMENT_MOOD_DANCE_7	{跳舞}
NPC_SETTLEMENT_MOOD_DANCE_8	{终于松了口气}
NPC_SETTLEMENT_MOOD_DANCE_9	{跳舞}
NPC_SETTLEMENT_MOOD_DANCE_10	{庆祝}
NPC_SETTLEMENT_MOOD_DANCE_11	{跳舞}
NPC_SETTLEMENT_MOOD_DANCE_12	{庆祝}
NPC_SETTLEMENT_MOOD_SIT_1	{休息}
NPC_SETTLEMENT_MOOD_SIT_2	{很疲倦}
NPC_SETTLEMENT_MOOD_SIT_3	{回忆}
NPC_SETTLEMENT_MOOD_SIT_4	{很受欢迎}
NPC_SETTLEMENT_MOOD_SIT_5	{观察世界动态}
NPC_SETTLEMENT_MOOD_SIT_6	{等人}
NPC_SETTLEMENT_MOOD_SIT_7	{分析人群}
NPC_SETTLEMENT_MOOD_SIT_8	{做准备}
NPC_SETTLEMENT_MOOD_SIT_9	{感到过度劳累}
NPC_SETTLEMENT_MOOD_SIT_10	{高兴地等待}
NPC_SETTLEMENT_MOOD_SIT_11	{空闲}
NPC_SETTLEMENT_MOOD_SIT_12	{打发时间}
NPC_SETTLEMENT_MOOD_SIT_13	{等待约会}
NPC_SETTLEMENT_MOOD_SIT_14	{希望自己不再孤独}
NPC_SETTLEMENT_MOOD_SIT_15	{等待}
NPC_SETTLEMENT_MOOD_SIT_16	{空闲}
NPC_SETTLEMENT_MOOD_SIT_17	{打发时间}
NPC_SETTLEMENT_MOOD_FARM_1	{播种}
NPC_SETTLEMENT_MOOD_FARM_2	{检查害虫}
NPC_SETTLEMENT_MOOD_FARM_3	{照料水培植物}
NPC_SETTLEMENT_MOOD_FARM_4	{梦想拥有花朵}
NPC_SETTLEMENT_MOOD_FARM_5	{喷杀虫剂}
NPC_SETTLEMENT_MOOD_FARM_6	{检查营养水平}
NPC_SETTLEMENT_MOOD_FARM_7	{监控水位}
NPC_SETTLEMENT_MOOD_FARM_8	{测试湿润度}
NPC_SETTLEMENT_MOOD_FARM_9	{人工授粉}
NPC_SETTLEMENT_MOOD_FARM_10	{补充生长媒介}
NPC_SETTLEMENT_MOOD_FARM_11	{正在闻产品}
NPC_SETTLEMENT_MOOD_FARM_12	{正在繁殖}
NPC_SETTLEMENT_MOOD_FARM_13	{剪枝以扦插}
NPC_SETTLEMENT_MOOD_FARM_14	{正在除草}
NPC_SETTLEMENT_MOOD_FARM_15	{正在赶走甲壳虫}
NPC_SETTLEMENT_MOOD_FARM_16	{正在剥去老叶子}
NPC_SETTLEMENT_MOOD_FACTORY_1	{努力工作}
NPC_SETTLEMENT_MOOD_FACTORY_2	{辛苦工作}
NPC_SETTLEMENT_MOOD_FACTORY_3	{更换阀门}
NPC_SETTLEMENT_MOOD_FACTORY_4	{清空料斗}
NPC_SETTLEMENT_MOOD_FACTORY_5	{给曲柄上油}
NPC_SETTLEMENT_MOOD_FACTORY_6	{去除通风口的磨砂}
NPC_SETTLEMENT_MOOD_FACTORY_7	{清除齿轮上的啮齿动物}
NPC_SETTLEMENT_MOOD_FACTORY_8	{更换漏水的垫圈}
NPC_SETTLEMENT_MOOD_FACTORY_9	{拧紧松动的螺母}
NPC_SETTLEMENT_MOOD_FACTORY_10	{寻找O型圈}
NPC_SETTLEMENT_MOOD_FACTORY_11	{冲洗冷却剂}
NPC_SETTLEMENT_MOOD_FACTORY_12	{疏通管道}
NPC_SETTLEMENT_MOOD_FACTORY_13	{给电池充电}
NPC_SETTLEMENT_MOOD_FACTORY_14	{给线圈抛光}
NPC_SETTLEMENT_MOOD_FACTORY_15	{疏通活塞}
NPC_SETTLEMENT_MOOD_FACTORY_16	{监测地震活动}
NPC_SETTLEMENT_MOOD_FACTORY_17	{检查泄漏情况}
NPC_SETTLEMENT_MOOD_HOME_1	{考虑重新装修}
NPC_SETTLEMENT_MOOD_HOME_2	{写诗}
NPC_SETTLEMENT_MOOD_HOME_3	{变得自满}
NPC_SETTLEMENT_MOOD_HOME_4	{感到平和}
NPC_SETTLEMENT_MOOD_HOME_5	{感觉休息好了}
NPC_SETTLEMENT_MOOD_HOME_6	{需要休息}
NPC_SETTLEMENT_MOOD_HOME_7	{拜访一位朋友}
NPC_SETTLEMENT_MOOD_HOME_8	{找人}
NPC_SETTLEMENT_MOOD_HOME_9	{待在家里很高兴}
NPC_SETTLEMENT_MOOD_HOME_10	{欣赏家具}
NPC_SETTLEMENT_MOOD_HOME_11	{休息}
NPC_SETTLEMENT_MOOD_HOME_12	{等待今天开始}
NPC_SETTLEMENT_MOOD_HOME_13	{工作做完了很高兴}
NPC_SETTLEMENT_MOOD_HOME_14	{在家很高兴}
NPC_SETTLEMENT_MOOD_HOME_15	{等人}
NPC_SETTLEMENT_MOOD_HOME_16	{休息一会儿}
NPC_SETTLEMENT_MOOD_HOME_17	{希望没人发现}
NPC_SETTLEMENT_MOOD_HOME_18	{很放松}
NPC_SETTLEMENT_MOOD_HOME_19	{等待轮班}
NPC_SETTLEMENT_MOOD_HOME_20	{走来走去}
NPC_SETTLEMENT_MOOD_HOME_21	{正在准备工作}
NPC_SETTLEMENT_MOOD_HOME_22	{正在为一天做准备}
NPC_SETTLEMENT_MOOD_HOME_23	{正在准备访问}
NPC_SETTLEMENT_MOOD_HOME_24	{嫉妒邻居}
NPC_SETTLEMENT_MOOD_HOME_25	{放松}
NPC_SETTLEMENT_MOOD_HOME_26	{休息}
NPC_SETTLEMENT_MOOD_HOME_27	{无事可做}
NPC_SETTLEMENT_MOOD_HOME_28	{等人}
NPC_SETTLEMENT_MOOD_GENERAL_1	{寻找他们的%ITEM%}
NPC_SETTLEMENT_MOOD_GENERAL_2	{什么也没策划}
NPC_SETTLEMENT_MOOD_GENERAL_3	{思考昨天}
NPC_SETTLEMENT_MOOD_GENERAL_4	{正在考虑做出巨大改变}
NPC_SETTLEMENT_MOOD_GENERAL_5	{希望得到晋升}
NPC_SETTLEMENT_MOOD_GENERAL_6	{后悔对%ITEM%做的事}
NPC_SETTLEMENT_MOOD_GENERAL_7	{丢弃一些旧%ITEM%}
NPC_SETTLEMENT_MOOD_GENERAL_8	{对新%ITEM%感到很满意}
NPC_SETTLEMENT_MOOD_GENERAL_9	{有点无聊}
NPC_SETTLEMENT_MOOD_GENERAL_10	{正在徘徊}
NPC_SETTLEMENT_MOOD_GENERAL_11	{饥饿}
NPC_SETTLEMENT_MOOD_GENERAL_12	{口渴}
NPC_SETTLEMENT_MOOD_GENERAL_13	{留意麻烦}
NPC_SETTLEMENT_MOOD_GENERAL_14	{思考%ITEM%放在哪里了}
NPC_SETTLEMENT_MOOD_GENERAL_15	{正在做记录}
NPC_SETTLEMENT_MOOD_GENERAL_16	{忘了时间}
NPC_SETTLEMENT_MOOD_GENERAL_17	{感觉痒}
NPC_SETTLEMENT_MOOD_GENERAL_18	{需要清洗套装}
NPC_SETTLEMENT_MOOD_GENERAL_19	{希望能有一艘新飞船}
NPC_SETTLEMENT_MOOD_GENERAL_20	{做白日梦}
NPC_SETTLEMENT_MOOD_GENERAL_21	{等待重要的时刻}
NPC_SETTLEMENT_MOOD_GENERAL_22	{希望今天发生好事}
NPC_SETTLEMENT_MOOD_GENERAL_23	{忙忙碌碌}
NPC_SETTLEMENT_MOOD_GENERAL_24	{正在想%ITEM%}
NPC_SETTLEMENT_MOOD_GENERAL_25	{希望自己有%ITEM%}
NPC_SETTLEMENT_MOOD_GENERAL_26	{装出很忙的样子}
NPC_SETTLEMENT_MOOD_GENERAL_27	{想知道别人在想什么}
UI_SETTLEMENT_POI_NAME_HUB	{城镇中心}
UI_SETTLEMENT_POI_NAME_PAD	{飞船船坞}
UI_SETTLEMENT_POI_NAME_PAD_1	{飞船中枢}
UI_SETTLEMENT_POI_NAME_PAD_2	{降落区}
UI_SETTLEMENT_POI_NAME_PAD_3	{降落场}
UI_SETTLEMENT_POI_NAME_PAD_4	{停靠区}
UI_SETTLEMENT_POI_NAME_PAD_5	{飞船船坞}
UI_SETTLEMENT_POI_NAME_BAR	{酒馆}
UI_SETTLEMENT_POI_NAME_BAR_1	{小酒馆}
UI_SETTLEMENT_POI_NAME_BAR_2	{酒吧}
UI_SETTLEMENT_POI_NAME_BAR_3	{酒馆}
UI_SETTLEMENT_POI_NAME_BAR_4	{舞厅}
UI_SETTLEMENT_POI_NAME_BAR_5	{脏乱巢穴}
UI_SETTLEMENT_POI_NAME_TOWER	{高塔}
UI_SETTLEMENT_POI_NAME_TOWER_1	{水塔}
UI_SETTLEMENT_POI_NAME_TOWER_2	{冷却剂厂}
UI_SETTLEMENT_POI_NAME_TOWER_3	{处理塔}
UI_SETTLEMENT_POI_NAME_TOWER_4	{抽水塔}
UI_SETTLEMENT_POI_NAME_TOWER_5	{发电塔}
UI_SETTLEMENT_POI_NAME_TOWER_6	{水力筒仓}
UI_SETTLEMENT_POI_NAME_MARKET	{市集}
UI_SETTLEMENT_POI_NAME_MARKET_1	{商业交易所}
UI_SETTLEMENT_POI_NAME_MARKET_2	{零售论坛}
UI_SETTLEMENT_POI_NAME_MARKET_3	{零售区}
UI_SETTLEMENT_POI_NAME_MARKET_4	{集市}
UI_SETTLEMENT_POI_NAME_MARKET_5	{市集}
UI_SETTLEMENT_POI_NAME_MARKET_6	{市场}
UI_SETTLEMENT_POI_NAME_SMALL	{小型住宅}
UI_SETTLEMENT_POI_NAME_SMALL_1	{住宅}
UI_SETTLEMENT_POI_NAME_SMALL_2	{睡眠舱}
UI_SETTLEMENT_POI_NAME_SMALL_3	{居住单元}
UI_SETTLEMENT_POI_NAME_SMALL_4	{家庭单元}
UI_SETTLEMENT_POI_NAME_SMALL_5	{睡眠单元}
UI_SETTLEMENT_POI_NAME_SMALL_6	{小型家园}
UI_SETTLEMENT_POI_NAME_SMALL_7	{家园}
UI_SETTLEMENT_POI_NAME_MEDIUM	{中型住宅}
UI_SETTLEMENT_POI_NAME_MEDIUM_1	{标准房屋}
UI_SETTLEMENT_POI_NAME_MEDIUM_2	{中等住宅}
UI_SETTLEMENT_POI_NAME_MEDIUM_3	{住房单元}
UI_SETTLEMENT_POI_NAME_MEDIUM_4	{中等住房单元}
UI_SETTLEMENT_POI_NAME_MEDIUM_5	{标准住宅}
UI_SETTLEMENT_POI_NAME_LARGE	{大型房屋}
UI_SETTLEMENT_POI_NAME_LARGE_1	{大型居住单元}
UI_SETTLEMENT_POI_NAME_LARGE_2	{宫殿单元}
UI_SETTLEMENT_POI_NAME_LARGE_3	{大型住宅}
UI_SETTLEMENT_POI_NAME_LARGE_4	{实用住宅}
UI_SETTLEMENT_POI_NAME_LARGE_5	{多层住宅}
UI_SETTLEMENT_POI_NAME_LARGE_6	{共同居住单元}
UI_SETTLEMENT_POI_NAME_LARGE_7	{集体住宅}
UI_SETTLEMENT_POI_NAME_SHERIFF	{监督者办公室}
UI_SETTLEMENT_POI_NAME_DOUBLE	{仓库}
UI_SETTLEMENT_POI_NAME_DOUBLE_1	{贮藏室}
UI_SETTLEMENT_POI_NAME_DOUBLE_2	{分配中心}
UI_SETTLEMENT_POI_NAME_DOUBLE_3	{储存器}
UI_SETTLEMENT_POI_NAME_DOUBLE_4	{大型仓库}
UI_SETTLEMENT_POI_NAME_DOUBLE_5	{商业储藏室}
UI_SETTLEMENT_POI_NAME_FARM	{耕作模块}
UI_SETTLEMENT_POI_NAME_FARM_1	{农业单元}
UI_SETTLEMENT_POI_NAME_FARM_2	{耕作模块}
UI_SETTLEMENT_POI_NAME_FARM_3	{多谷仓}
UI_SETTLEMENT_POI_NAME_FARM_4	{生物大棚}
UI_SETTLEMENT_POI_NAME_FARM_5	{农业模块}
